"spkid","rot_per(h)","diameter(km)","a(AU)","e","i(deg)"
3776121,,,2.292,0.6812,3.46
3776118,,,1.912,0.5041,5.15
3776125,,,2.136,0.4532,7.11
3776124,,,1.749,0.6396,32.38
3776268,,,1.408,0.6024,9.87
3776270,,,2.497,0.6757,31.45
3776271,,,2.338,0.5172,5.86
3776269,,,0.8875,0.6674,23.35
3776272,,,1.937,0.7486,7.98
3776276,0.0544,,2.494,0.6194,0.67
3776273,,,1.459,0.4946,35.84
3776274,,,1.556,0.2048,22.18
3776277,,,1.455,0.3308,6.17
3776275,,,0.9065,0.2581,29.38
3776279,,,1.02,0.0909,10.84
3776278,,,0.9561,0.2546,18.61
3776281,,,1.507,0.3160,5.32
3776282,,,2.264,0.4895,5.34
3776291,,,1.954,0.4843,4.20
3776285,,,2.363,0.6470,8.88
3776286,,,2.056,0.4323,2.06
3776645,,,2.736,0.7034,24.07
3776280,,,1.784,0.4609,9.02
3776283,,,1.247,0.3906,1.13
3776294,,,1.253,0.2102,7.77
3776295,2.481,,1.394,0.3297,6.25
3776300,,,0.9665,0.1217,13.55
3776418,,,1.626,0.3763,3.84
3776419,,,1.839,0.4356,18.66
3776549,,,0.976,0.2572,43.93
3776550,,,1.868,0.6763,6.04
3776647,,,2.359,0.6717,13.48
3776646,,,3.045,0.7098,29.00
3776648,,,1.749,0.5070,9.97
3776847,,,2.759,0.5841,7.21
3776849,,,2.357,0.5683,55.51
3776848,,,2.234,0.7381,7.79
3776850,,,1.281,0.1775,9.89
3776853,,,1.305,0.3371,23.61
3776854,,,1.32,0.4921,4.92
3776855,,,2.259,0.4649,7.06
3776856,,,1.9,0.4179,6.76
3776857,,,2.348,0.5526,9.00
3778541,,,1.616,0.3713,5.25
3838922,,,2.25,0.4973,6.72
3776858,,,1.809,0.5698,4.12
3777454,,,1.699,0.3451,14.94
3777455,,,1.741,0.3930,34.98
3778066,6.8,,2.206,0.4677,7.10
3778064,,,2.407,0.6816,1.02
3778068,,,1.635,0.3794,0.76
3778065,,,2.157,0.5119,7.31
3778067,,,1.869,0.6323,0.82
3778075,,,2.47,0.6175,1.34
3778076,,,0.9826,0.4466,17.90
3778084,,,0.8944,0.1374,20.03
3778083,,,1.972,0.4909,6.65
3778542,,,1.399,0.2804,0.65
3778544,,,2.128,0.5009,9.71
3778539,,,2.158,0.4448,10.41
3778543,,,2.833,0.6341,13.79
3778540,,,1.166,0.5448,20.85
3778557,,,1.799,0.4913,5.12
3778647,,,1.85,0.2997,4.00
3778620,,,2.159,0.3988,4.18
3778622,,,2.329,0.4673,21.05
3778624,,,0.8257,0.3774,30.38
3778621,,,1.794,0.3419,16.44
3778623,,,2.569,0.5712,2.57
3778625,,,2.402,0.5230,16.93
3778653,,,2.381,0.4948,1.38
3778654,,,1.478,0.2501,24.52
3778655,,,1.169,0.1319,22.48
3778656,,,1.913,0.4897,7.94
3778657,,,1.801,0.4140,1.93
3778658,,,1.307,0.3421,2.59
3778659,,,2.855,0.6631,18.71
3778660,,,2.443,0.5103,13.78
3778661,,,1.214,0.1840,17.65
3779044,,,1.861,0.4650,1.24
3779049,,,2.441,0.6259,2.70
3779047,,,1.34,0.2316,3.02
3779045,,,2.182,0.5282,11.03
3779046,,,1.053,0.0189,11.69
3779439,,,2.187,0.4478,8.72
3779437,,,2.296,0.4797,13.58
3779441,,,1.616,0.3683,33.21
3779440,,,2.464,0.5980,1.96
3779438,,,2.345,0.4619,11.28
3779444,,,1.389,0.3158,5.36
3779443,,,1.538,0.2360,27.28
3779446,,,2.285,0.4618,8.57
3779470,,,2.484,0.4860,4.67
3779469,,,2.253,0.4446,8.60
3779468,,,2.755,0.5859,7.30
3779523,,,1.866,0.3192,4.28
3780638,58.4,,2.493,0.5875,14.76
3780639,,,2.441,0.5074,2.26
3780641,,,1.267,0.1648,24.53
3780667,,,1.498,0.2125,23.38
3780665,,,2.223,0.4179,9.32
3780808,,,2.127,0.4261,5.56
3781351,,,1.438,0.2854,44.52
3781353,,,2.402,0.4967,6.41
3838905,,,1.514,0.1534,11.46
3779442,,,1.044,0.2318,7.71
3779447,,,2.185,0.4972,1.77
3779445,,,1.321,0.1972,18.97
3779471,,,1.461,0.4429,8.44
3779473,,,1.39,0.2554,0.94
3779522,,,1.808,0.2984,52.95
3779524,,,1.416,0.3496,10.30
3780632,,,2.199,0.5389,2.28
3780633,,,0.8138,0.4371,25.87
3780640,3.5144,,2.397,0.5968,13.35
3780642,3.848,,2.319,0.5078,7.84
3780643,,,2.231,0.6996,9.91
3780645,,,2.185,0.5119,7.58
3780644,,,1.063,0.2288,1.83
3780668,2.733,,2.547,0.5499,22.44
3780666,,,2.603,0.5348,10.59
3780669,,,1.745,0.4618,2.10
3780672,,,1.229,0.4618,16.70
3780671,,,2.121,0.4085,4.70
3780670,,,2.339,0.5274,11.28
3780696,,,2.465,0.6097,14.13
3780695,,,0.9665,0.3955,18.83
3780690,,,2.597,0.5865,5.66
3780705,,,1.623,0.6161,16.94
3780693,,,1.035,0.3178,4.00
3780691,,,2.363,0.4981,5.32
3780694,,,2.244,0.4250,6.28
3780692,,,2.165,0.4663,9.13
3780731,,,2.423,0.5162,6.53
3780674,,,1.237,0.0668,19.40
3780673,,,1.914,0.4541,14.08
3780699,0.1599,,1.571,0.4064,4.29
3780704,,,1.422,0.4864,32.57
3780706,,,1.527,0.1839,22.88
3780700,,,1.401,0.2880,7.49
3780702,,,1.069,0.1743,7.45
3780701,,,2.098,0.3991,5.96
3780703,,,0.8735,0.2232,8.38
3780698,,,2.105,0.4851,6.69
3780734,,,1.608,0.4674,2.35
3780732,,,0.8974,0.1900,2.24
3780742,,,1.368,0.7052,8.14
3780733,,,0.9666,0.3320,9.02
3780736,,,1.428,0.6890,22.12
3780737,,,1.887,0.5056,1.42
3780735,0.77,,2.515,0.7475,1.18
3780741,,,1.528,0.4107,1.19
3780738,,,1.933,0.5137,2.69
3780740,0.0987,,0.9843,0.1265,4.15
3780739,1.34,,1.897,0.4644,0.85
3780765,,,0.9728,0.1585,9.16
3780767,,,1.761,0.5088,27.25
3780768,,,1.752,0.4154,2.76
3780769,,,2.39,0.5456,0.53
3780766,,,2.527,0.5630,1.22
3780770,,,1.22,0.3765,2.40
3780777,,,2.423,0.5356,0.30
3780778,,,1.822,0.6593,4.39
3780771,,,1.335,0.1865,9.34
3780774,,,1.778,0.3232,7.31
3780775,,,2.048,0.6173,3.27
3780773,,,1.787,0.4062,9.71
3780776,,,1.035,0.2607,6.30
3780786,,,1.099,0.3078,24.61
3780787,,,1.639,0.2623,9.87
3780784,,,1.2,0.2941,9.94
3780785,,,1.533,0.2014,17.23
3780792,,,1.692,0.3082,28.82
3780791,,,1.155,0.2307,12.75
3780790,,,1.416,0.3160,5.84
3780793,,,1.244,0.4385,2.50
3780789,,,2.475,0.5079,4.41
3780788,,,1.362,0.2089,6.64
3780805,,,1.338,0.1321,14.50
3780804,,,2.114,0.4651,7.80
3780806,,,1.562,0.3776,4.61
3780803,,,1.798,0.5168,6.00
3780807,,,1.311,0.2169,12.77
3780809,,,1.813,0.4544,4.92
3781006,,,2.257,0.7212,32.54
3781000,,,2.393,0.6089,4.98
3780999,,,2.099,0.4418,7.74
3781001,,,2.311,0.5174,2.48
3781002,,,0.8641,0.5261,5.34
3781005,,,1.117,0.4082,30.51
3781034,,,1.344,0.0470,23.72
3781021,,,1.392,0.0951,2.55
3781020,,,1.748,0.4249,3.83
3781028,,,1.147,0.4575,24.22
3781029,,,2.474,0.7480,2.26
3781026,,,2.867,0.5702,31.10
3781027,,,1.279,0.5786,12.91
3781025,,,1.321,0.2419,15.27
3781022,5.,,2.142,0.5146,4.82
3781024,,,1.574,0.2998,9.36
3781023,,,0.8879,0.6453,12.34
3781041,,,1.96,0.6276,10.49
3781042,,,1.498,0.3487,19.06
3781047,0.003298,,1.735,0.4253,1.49
3781048,,,1.841,0.3680,36.99
3781049,61.1,,2.899,0.6195,10.21
3781043,,,0.7696,0.3997,4.15
3781046,,,2.674,0.5284,11.17
3781044,,,2.14,0.8334,6.72
3781228,,,2.2,0.4956,5.72
3781235,,,1.734,0.5358,5.91
3781233,25.131,,1.818,0.3043,8.93
3781229,,,2.031,0.6630,3.51
3781231,,,2.221,0.5014,0.73
3781230,,,2.186,0.5494,6.91
3781232,,,2.084,0.6121,7.56
3781234,,,2.567,0.6245,3.48
3781236,,,2.426,0.5490,1.97
3781246,,,0.9799,0.3108,8.54
3781245,,,2.06,0.4500,3.92
3781247,,,1.839,0.3177,8.86
3781249,,,2.148,0.4814,6.50
3781250,31.73,,1.838,0.4801,1.71
3781248,,,1.941,0.6331,2.40
3781251,,,2.318,0.5346,6.93
3781253,,,1.983,0.4653,2.04
3781270,,,1.751,0.4420,1.65
3781269,,,2.214,0.6215,3.13
3781268,,,2.482,0.6028,10.02
3781299,,,1.479,0.2156,22.39
3781300,,,1.029,0.3981,21.28
3781301,,,0.8133,0.4150,27.22
3781302,,,1.512,0.3125,16.15
3781303,,,1.337,0.1859,29.21
3781304,,,0.9301,0.1389,4.81
3781308,,,2.665,0.5299,12.04
3781307,,,2.061,0.4721,7.02
3781315,,,1.066,0.2726,12.50
3781313,,,1.196,0.0388,24.87
3781310,,,2.33,0.5433,28.62
3781311,,,0.8117,0.4552,22.37
3781312,,,1.549,0.3387,9.23
3781316,,,2.313,0.4881,7.18
3781314,,,2.598,0.5193,9.37
3781309,,,2.104,0.4800,6.77
3781317,,,2.466,0.5382,4.91
3781330,,,1.458,0.3149,8.67
3781359,,,0.7991,0.2961,17.36
3781318,,,1.147,0.1486,7.85
3781319,,,1.544,0.4184,1.51
3781329,,,1.29,0.1603,16.35
3781338,,,1.243,0.1697,7.24
3781339,,,2.439,0.5803,19.55
3781341,,,2.635,0.5616,8.75
3781344,,,1.224,0.6147,3.01
3781372,,,2.209,0.4348,9.13
3781370,,,2.273,0.4584,19.58
3781371,,,1.541,0.4113,5.77
3781387,,,2.127,0.4006,5.44
3781389,,,1.504,0.2790,18.41
3781388,3.446,,2.428,0.6261,2.05
3781386,,,1.651,0.5071,9.21
3781390,,,1.439,0.2767,8.40
3781403,,,2.043,0.5149,5.42
3781416,,,1.947,0.6213,1.49
3781415,,,2.009,0.5096,0.43
3781402,,,1.106,0.0465,2.91
3781405,,,2.366,0.5125,3.45
3781409,,,2.378,0.5012,6.51
3781410,,,1.117,0.1560,18.77
3781408,,,1.122,0.1720,2.22
3781404,,,2.433,0.5195,20.97
3781406,,,1.263,0.2038,2.99
3781407,,,2.068,0.4859,3.13
3781412,,,2.024,0.5232,0.35
3781417,,,1.546,0.3654,0.21
3781411,,,2.487,0.6361,0.99
3781414,,,0.7412,0.5446,1.69
3781419,,,2.099,0.5042,6.18
3781442,,,1.482,0.3250,1.97
3781445,,,2.385,0.4788,9.47
3781443,,,2.056,0.4879,7.49
3781444,,,1.337,0.3280,9.86
3781449,,,2.138,0.4569,6.59
3781447,,,2.125,0.5321,6.82
3781446,,,1.39,0.2653,2.17
3781448,,,1.305,0.4276,13.42
3781451,,,0.8629,0.4194,5.73
3781450,,,3.052,0.5941,12.64
3781452,,,2.494,0.5250,2.91
3781458,,,1.41,0.2140,12.80
3781460,,,1.416,0.2115,20.75
3781453,,,1.18,0.1909,7.32
3781456,,,1.666,0.6732,9.29
3781457,,,1.378,0.4281,18.53
3781454,,,2.608,0.6433,8.76
3781459,,,2.154,0.4731,6.30
3781455,,,1.319,0.3511,13.71
3781463,,,1.275,0.1207,24.16
3781465,,,2.444,0.5098,17.69
3781467,,,1.111,0.1551,16.75
3781461,,,0.9575,0.2566,2.04
3781466,,,1.041,0.3104,5.17
3781576,,,2.39,0.4708,5.39
3781574,,,0.8746,0.4430,0.62
3781575,,,1.431,0.2571,32.03
3781573,,,1.018,0.1157,4.12
3781577,,,1.178,0.2620,8.88
3781579,,,1.202,0.2819,1.99
3781595,,,1.466,0.3790,0.76
3781596,,,1.126,0.3293,2.37
3781580,,,2.187,0.4749,38.87
3781586,,,2.019,0.4721,14.48
3781649,,,2.625,0.6995,19.83
3781708,,,0.8712,0.3790,0.96
3781713,,,1.534,0.1650,14.23
3781825,,,0.6991,0.5186,5.03
3781826,,,1.287,0.1591,26.70
3781829,,,2.781,0.6230,1.62
3781830,,,1.387,0.3332,32.01
3781831,,,2.01,0.5932,0.98
3781832,,,2.004,0.6684,4.17
3781820,,,1.659,0.3782,0.59
3781833,,,1.884,0.4978,10.95
3838941,,,1.419,0.0931,9.45
54054525,,,1.431,0.1530,1.31
3781413,,,2.441,0.5483,2.59
3781593,,,1.201,0.4288,9.77
3781581,,,1.982,0.3735,26.54
3781584,,,1.181,0.5771,2.83
3781587,,,2.524,0.5335,4.30
3781589,,,2.505,0.5618,6.57
3781585,,,1.435,0.1535,13.73
3781582,,,2.435,0.5693,1.01
3781591,,,1.319,0.3321,5.81
3781594,,,2.063,0.4912,22.87
3781592,,,2.552,0.6909,9.23
3781597,,,2.305,0.6304,30.68
3781598,,,2.384,0.5945,0.87
3781612,,,2.043,0.5407,0.92
3781640,,,1.221,0.1006,35.98
3781641,,,2.134,0.4600,5.89
3781645,,,2.138,0.5091,7.07
3781647,,,2.051,0.9317,24.48
3781639,,,1.372,0.1345,25.03
3781643,,,2.459,0.5221,8.64
3781644,,,1.145,0.1783,3.02
3781642,,,1.157,0.3129,5.50
3781648,,,2.108,0.5142,11.25
3781646,,,2.429,0.5760,0.82
3781650,,,1.461,0.3528,0.93
3781651,,,0.8532,0.3262,18.65
3781697,,,1.612,0.4464,2.46
3781711,,,2.261,0.5225,19.74
3781709,,,1.371,0.1344,12.66
3781710,,,1.993,0.4238,3.19
3781714,,,1.239,0.3176,3.45
3781722,,,2.34,0.5286,6.53
3781718,,,1.446,0.5061,10.99
3781720,,,2.03,0.3796,4.51
3781719,,,1.167,0.2465,4.80
3781721,,,1.299,0.4090,23.74
3781715,,,2.117,0.5201,0.58
3781716,,,2.197,0.5519,7.44
3781729,,,1.521,0.3629,6.95
3781725,,,1.115,0.2564,2.92
3781728,,,1.539,0.2723,14.79
3781723,,,2.511,0.4896,4.24
3781726,,,1.02,0.1204,16.93
3781727,,,1.42,0.3387,17.17
3781724,,,1.726,0.6235,3.37
3781736,,,2.726,0.5991,5.30
3781732,,,2.57,0.5988,7.76
3781730,,,1.491,0.4423,12.31
3781731,,,2.561,0.6004,26.73
3781735,,,1.804,0.6220,11.57
3781734,,,2.462,0.5781,1.32
3781737,,,1.228,0.3423,1.20
3781865,,,2.661,0.5994,13.21
3781866,,,1.414,0.1154,21.24
3781868,,,1.284,0.2972,25.64
3781869,,,1.503,0.3255,6.25
3781870,,,1.79,0.3046,20.71
3781867,,,1.318,0.2272,2.81
3781871,,,1.277,0.2332,47.57
3781872,,,1.703,0.4400,2.39
3781873,,,2.438,0.5162,1.00
3781874,,,2.522,0.5951,1.48
3781875,,,1.364,0.2473,3.02
3781883,,,0.9795,0.4393,24.98
3781881,,,2.496,0.5598,3.88
3781880,,,1.828,0.4165,8.82
3781879,,,1.492,0.3048,11.97
3781878,,,1.37,0.1561,24.81
3781877,,,2.521,0.5994,4.68
3781882,,,2.49,0.7014,2.56
3781884,,,2.083,0.5346,6.45
3781886,,,1.308,0.0871,19.73
3781885,,,2.251,0.4559,33.17
3781893,,,2.309,0.5509,2.10
3781890,,,1.492,0.4788,8.23
3781888,,,2.182,0.5286,7.20
3781889,,,1.46,0.4483,3.84
3781897,0.3188,,0.9968,0.1519,8.80
3781898,,,2.89,0.5708,3.14
3781896,,,1.017,0.1457,13.38
3781894,,,2.33,0.4561,7.05
3781895,,,1.049,0.0333,21.10
3781900,,,1.402,0.4489,26.39
3781899,,,1.481,0.5486,9.65
3781891,,,1.365,0.1869,14.44
3781901,,,2.608,0.6112,12.50
3781905,,,1.084,0.5257,25.07
3781911,,,2.739,0.6614,18.61
3781909,,,0.9405,0.4835,6.32
3781908,,,1.129,0.0551,24.65
3781907,,,2.667,0.5750,19.65
3781906,,,1.386,0.1871,24.13
3781910,,,2.499,0.8956,28.42
3781912,,,2.224,0.5055,3.66
3781913,,,1.265,0.3265,9.81
3781916,,,1.226,0.2942,1.64
3781917,,,0.8904,0.2588,4.98
3781915,,,2.426,0.6264,5.01
3781947,,,1.165,0.2554,2.87
3781963,3.498,,2.118,0.5268,8.80
3781962,,,2.283,0.6709,41.10
3781964,,,2.432,0.5443,21.46
3781971,,,1.726,0.3964,5.21
3781973,,,2.042,0.5697,0.59
3781970,,,1.434,0.1956,2.81
3781972,,,1.291,0.0574,24.02
3781969,,,1.967,0.5070,33.93
3781967,,,1.702,0.3604,22.78
3781991,,,2.531,0.5804,4.91
3781968,,,2.478,0.5850,5.17
3781966,,,2.601,0.5601,14.44
3781979,,,2.627,0.5831,9.69
3781974,,,1.672,0.3662,1.73
3781978,,,2.338,0.4694,3.85
3781977,,,1.063,0.0407,1.30
3781975,,,1.344,0.2638,17.25
3781976,,,1.415,0.2607,7.34
3781989,,,1.666,0.3665,40.96
3781985,,,1.373,0.2505,0.43
3781983,,,1.1,0.1918,0.13
3781981,,,0.973,0.2172,5.44
3781984,,,1.682,0.4561,10.38
3781986,,,0.8518,0.4532,6.49
3781990,,,0.7544,0.3706,7.31
3781980,,,1.806,0.4928,3.07
3781982,,,2.505,0.5979,13.20
3781987,,,1.039,0.2320,41.69
3781988,,,2.496,0.6712,5.42
3781992,,,1.186,0.1762,17.12
3782011,,,1.313,0.1715,15.42
3782010,,,2.366,0.4562,15.27
3782012,,,1.303,0.3054,22.72
3782013,,,2.016,0.7991,20.09
3782014,,,1.317,0.1723,25.37
3782016,,,2.355,0.5557,5.45
3782015,,,1.158,0.1259,20.88
3782017,,,2.312,0.5822,4.22
3782018,,,1.775,0.4655,11.38
3782064,,,1.024,0.5066,36.71
3782055,,,1.581,0.3751,13.76
3782058,,,1.282,0.2670,8.81
3782057,,,1.065,0.0277,11.08
3782060,,,0.9804,0.1389,11.21
3782056,,,2.382,0.4956,8.66
3785704,5.271,,1.936,0.4450,34.15
3785705,,,0.8373,0.5217,9.93
3785706,,,1.147,0.4370,26.04
3785724,,,1.516,0.6713,9.55
3785707,,,1.533,0.2649,11.51
3785708,,,1.711,0.6100,10.34
3785709,,,1.077,0.3201,16.22
3785711,,,2.627,0.6169,1.01
3785713,,,2.08,0.4557,5.14
3785714,,,1.646,0.2498,61.63
3785716,,,1.487,0.2720,23.66
3785717,16.81,,1.818,0.4306,29.93
3782020,,,1.304,0.2413,19.71
3782019,,,1.041,0.2095,1.12
3782054,,,1.447,0.2491,18.52
3782059,,,2.493,0.9696,9.29
3782053,,,1.278,0.3509,13.38
3782062,,,2.228,0.5515,7.60
3782061,,,1.256,0.1872,0.89
3782063,,,1.376,0.2012,23.57
3782066,,,2.528,0.5911,8.73
3782065,,,1.208,0.1787,10.40
3782067,,,2.244,0.5683,9.93
3785679,7.48,,2.987,0.6308,23.66
3785682,,,1.713,0.4739,1.47
3785680,,,2.532,0.6203,7.29
3785681,,,0.7946,0.4362,0.41
3785691,,,1.716,0.5285,2.55
3785689,,,0.7156,0.3750,13.85
3785686,,,1.64,0.6350,4.07
3785685,,,1.303,0.2443,3.55
3785687,,,1.314,0.2202,21.01
3785688,,,1.427,0.4179,10.08
3785692,,,2.368,0.5823,3.81
3785690,,,2.74,0.6348,2.59
3785694,,,1.548,0.6751,6.53
3785695,,,1.242,0.4175,9.06
3785693,,,2.507,0.5878,11.46
3785725,,,1.441,0.4218,16.92
3785755,,,2.85,0.7216,16.47
3785753,,,1.838,0.3122,5.05
3785751,,,2.503,0.6137,4.91
3785754,,,1.448,0.3709,0.71
3785752,,,2.027,0.5651,3.13
3785756,,,1.503,0.3371,7.64
3785758,,,2.408,0.4802,19.03
3785757,,,1.641,0.2567,8.15
3785759,,,2.006,0.6232,2.12
3785760,,,1.87,0.4984,1.82
3785761,,,2.425,0.7085,27.37
3785762,,,2.024,0.5018,26.58
3785764,,,2.009,0.4252,11.88
3785766,,,2.435,0.6580,12.90
3785763,,,1.503,0.3312,6.34
3785767,,,1.087,0.2420,60.55
3785765,,,1.23,0.3913,5.51
3785768,,,1.05,0.3966,13.54
3785769,,,0.7675,0.3551,4.39
3785770,,,1.441,0.3043,0.72
3785774,,,1.297,0.3220,15.10
3785779,,,1.707,0.4348,3.40
3785772,,,1.912,0.4629,10.78
3785775,,,3.103,0.6444,23.18
3785773,,,1.079,0.0382,1.56
3785777,,,2.367,0.6090,2.47
3785771,,,1.295,0.2096,8.25
3785776,,,1.617,0.3755,23.27
3785778,,,2.335,0.6475,7.23
3785780,,,2.308,0.6290,44.91
3785785,,,1.922,0.4588,1.98
3785789,,,2.43,0.5883,10.74
3785782,,,2.794,0.7681,19.65
3785784,,,1.963,0.5909,7.66
3785783,,,1.798,0.4834,8.40
3785781,,,1.568,0.3690,6.91
3785787,,,1.037,0.2548,8.34
3785786,,,2.662,0.7261,0.47
3785788,,,1.816,0.4938,10.09
3785791,,,2.273,0.7448,5.57
3785790,,,0.76,0.4577,11.56
3785792,,,1.974,0.5583,4.45
3785920,,,1.881,0.4168,5.77
3785921,,,1.792,0.4819,10.47
3785922,,,1.62,0.3816,4.85
3785928,,,1.881,0.5343,5.46
3785930,,,1.469,0.3068,25.45
3785924,,,1.773,0.3910,36.16
3785923,,,1.365,0.3018,6.88
3785927,,,1.492,0.4383,2.83
3785926,,,1.915,0.6080,0.51
3785929,,,1.538,0.4375,2.85
3785925,,,1.811,0.4566,3.08
3785932,,,0.7969,0.3981,2.24
3785931,,,1.119,0.1711,0.99
3786445,,,1.194,0.3319,1.92
3786448,,,1.297,0.0403,25.58
3786446,,,1.8,0.5201,11.78
3786444,,,2.135,0.4879,4.40
3786447,,,1.781,0.4956,3.85
3786449,,,1.363,0.2757,6.41
3786454,,,0.8239,0.3900,16.44
3786450,,,1.093,0.1501,15.63
3786452,,,1.306,0.1558,23.24
3786451,,,2.281,0.6675,7.53
3787066,,,2.219,0.4945,5.43
3787061,,,2.185,0.5302,1.99
3787062,,,1.302,0.1515,28.16
3787064,,,2.346,0.5033,9.08
54183407,,,1.952,0.4922,1.81
3785933,,,1.105,0.2585,6.78
3786453,,,1.716,0.4019,0.83
3786457,,,1.136,0.4118,16.49
3786459,,,1.087,0.2314,7.65
3786460,,,2.54,0.7692,0.58
3786458,,,1.011,0.3298,9.62
3786455,,,1.699,0.4562,10.83
3786456,,,1.319,0.3847,12.10
3787063,,,2.552,0.8944,8.57
3787078,,,2.782,0.7012,2.37
3787067,,,1.404,0.2893,23.82
3787070,,,2.122,0.5257,15.23
3787068,,,0.8306,0.2286,0.91
3787069,,,2.449,0.5717,14.37
3787071,,,2.263,0.5689,6.07
3787079,,,1.486,0.3378,13.38
3787080,,,1.117,0.2816,22.79
3787081,,,2.503,0.6277,5.95
3787082,,,1.495,0.3736,18.73
3787083,,,1.384,0.2348,14.74
3787084,,,1.171,0.2468,18.64
3787087,,,1.13,0.1544,22.21
3787085,,,1.722,0.4616,7.65
3787100,,,1.024,0.3616,11.23
3787086,,,1.819,0.4376,3.86
3787088,,,1.542,0.6531,18.11
3787095,,,1.394,0.2448,10.03
3787090,,,1.044,0.2025,7.34
3787091,,,2.884,0.6854,9.74
3787098,,,1.968,0.6535,4.09
3787093,,,0.8837,0.4668,3.98
3787089,,,2.541,0.5860,1.63
3787092,,,1.741,0.4579,11.46
3787094,,,1.792,0.7116,9.93
3787096,,,1.386,0.3200,14.55
3787099,,,1.267,0.1057,17.51
3787097,,,1.431,0.3563,0.64
3787101,,,1.11,0.1291,8.61
3787600,,,1.122,0.1836,0.52
3787622,,,2.221,0.5931,4.69
3787618,,,1.169,0.4542,24.24
3787619,,,2.229,0.5341,4.91
3787620,,,2.033,0.5069,2.20
3787617,,,1.045,0.2961,3.97
3787623,,,2.101,0.6215,11.12
3787621,,,1.944,0.6140,6.76
3787625,,,1.139,0.3263,6.53
3787624,,,1.752,0.4509,0.98
3787626,,,0.9832,0.1197,11.14
3787627,,,1.82,0.5265,1.69
3787632,,,1.62,0.6749,46.14
3787634,,,2.395,0.6072,43.47
3787629,,,1.958,0.6109,2.12
3787630,,,1.481,0.3097,14.44
3787628,,,1.591,0.3690,0.57
3787633,,,1.798,0.6444,3.40
3787631,,,1.858,0.6238,1.62
3787635,,,1.981,0.5891,1.01
3788007,,,2.695,0.6200,11.69
3788009,,,1.466,0.3565,21.75
3788008,,,1.405,0.2169,9.70
3788010,,,1.382,0.2628,5.56
3788011,,,2.465,0.5688,16.32
3788012,,,1.764,0.6237,10.18
3788013,,,1.823,0.3819,12.26
3788015,,,1.297,0.4969,24.61
3788016,,,1.187,0.1645,3.78
3788014,6.407,,2.761,0.5913,14.51
3788017,,,2.3,0.4704,9.06
3788021,,,1.887,0.3271,1.88
3788020,,,2.337,0.4512,6.98
3788019,,,1.168,0.1542,10.72
3788018,,,1.993,0.5948,6.04
3788022,,,2.271,0.4366,7.41
3788026,,,0.9863,0.1944,13.21
3788025,,,1.313,0.2298,9.03
3788023,,,1.163,0.1055,11.60
3788024,,,2.459,0.5860,2.73
3788027,,,2.263,0.5629,3.40
3788029,,,2.121,0.6665,5.63
3788028,,,1.808,0.4505,2.39
3788030,,,1.937,0.5640,2.84
3788035,,,2.492,0.5974,10.97
3788036,,,1.486,0.2959,6.12
3788032,,,1.186,0.2078,12.40
3788034,,,1.564,0.3473,12.26
3788033,,,1.605,0.3514,1.93
3788031,,,2.485,0.5760,2.76
3788039,,,2.491,0.4864,14.90
3788042,,,2.517,0.6639,3.26
3788048,,,1.213,0.2412,18.27
3788037,,,1.871,0.5214,14.45
3788038,,,0.9174,0.1748,6.03
3788052,,,2.581,0.6811,0.49
3788049,,,2.28,0.5540,5.12
3788051,,,1.512,0.2698,30.64
3788041,,,1.601,0.6078,34.45
3788047,,,1.126,0.2418,34.88
3788045,,,1.485,0.6592,15.77
3788043,,,1.835,0.4409,6.87
3788044,,,1.489,0.6167,9.37
3788046,,,1.795,0.4989,9.61
3788050,,,1.074,0.0883,27.96
3788072,,,1.101,0.2544,3.15
3788076,,,2.591,0.5741,30.23
3788077,,,1.703,0.2758,42.58
3788075,,,0.8226,0.4558,5.61
3788073,,,0.9439,0.1099,0.59
3788082,,,2.416,0.6454,6.91
3788078,,,1.786,0.4900,8.73
3788081,,,2.223,0.6634,2.49
3788079,,,1.317,0.1873,35.62
3788080,,,1.205,0.1360,7.95
3788090,,,1.012,0.0998,7.86
3788089,,,1.326,0.2440,22.57
3788088,,,1.082,0.4193,8.51
3788091,,,3.239,0.6476,5.49
3788084,,,2.525,0.6103,2.43
3788092,,,2.307,0.5587,2.13
3788087,,,2.458,0.5888,3.40
3788086,,,1.549,0.4458,13.20
3788083,,,2.535,0.6063,14.86
3788085,,,1.183,0.2450,14.61
3788118,,,2.183,0.6115,5.36
3788117,,,1.434,0.1154,7.62
3788120,,,1.049,0.4119,22.32
3788124,,,1.58,0.3466,17.99
3788121,,,2.491,0.5488,11.63
3788119,,,2.377,0.5992,3.07
3788126,,,2,0.4468,7.43
3788123,,,1.01,0.3757,8.06
3788125,,,1.584,0.4483,14.60
3788128,0.0086309,,2.383,0.6496,3.88
3788127,,,1.925,0.5063,10.99
3788135,,,1.667,0.4127,56.08
3788136,,,2.456,0.4843,6.67
3788133,,,1.167,0.1301,4.10
3788138,,,2.645,0.5837,37.79
3788139,,,2.011,0.4923,8.85
3788140,,,1.693,0.3638,22.19
3788141,,,2.452,0.5339,13.45
3788142,,,1.434,0.3560,9.01
3788143,,,1.986,0.5126,4.98
3788144,,,2.453,0.6467,9.10
3788145,,,1.791,0.3840,5.78
3788148,,,2.259,0.4874,8.89
3788146,,,1.17,0.2649,2.90
3788147,,,2.489,0.4932,2.84
3788149,,,1.45,0.3094,16.96
